Country,Code,Year,Meat_total
Solomon Islands,SLB,1976,2285.9
Algeria,DZA,1976,15151
Norway,NOR,1976,16931
Democratic Republic of Congo,COD,1976,1747
Israel,ISR,1976,17565
Morocco,MAR,1976,18661
Myanmar,MMR,1976,21361
Mongolia,MNG,1976,21734
Afghanistan,AFG,1976,222428
Kenya,KEN,1976,226339
Cuba,CUB,1976,24465
Bangladesh,BGD,1976,246841
South Korea,KOR,1976,259771
Finland,FIN,1976,26529
Chile,CHL,1976,285185
Peru,PER,1976,349251
Portugal,PRT,1976,355143
Sudan (former),,1976,37577
Vietnam,VNM,1976,417748
Switzerland,CHE,1976,425964
New Caledonia,NCL,1976,3137.4
Ethiopia (former),OWID_ERE,1976,48518
Greece,GRC,1976,487161
Sweden,SWE,1976,499325
Nigeria,NGA,1976,514386
Iran,IRN,1976,51724
Ireland,IRL,1976,53354
Belize,BLZ,1976,3374.3
Venezuela,VEN,1976,552677
Indonesia,IDN,1976,564646
Philippines,PHL,1976,58952
Pakistan,PAK,1976,5991
Austria,AUT,1976,647954
Taiwan,TWN,1976,655946
Turkey,TUR,1976,713339
Colombia,COL,1976,728499
Belgium-Luxembourg (FAO),,1976,1166
Denmark,DNK,1976,16322
Djibouti,DJI,1976,4974.6
Western Africa (FAO),,1976,119316
New Zealand,NZL,1976,127789
Guadeloupe,GLP,1976,525.8
Yugoslavia,OWID_YGS,1976,122938
Hungary,HUN,1976,12391
Bahamas,BHS,1976,5553.6
Romania,ROU,1976,141978
Gambia,GMB,1976,611.2
Martinique,MTQ,1976,6255.5
Netherlands,NLD,1976,1663625
Mexico,MEX,1976,216672
Spain,ESP,1976,2244
Suriname,SUR,1976,7846.9
Japan,JPN,1976,222876
Canada,CAN,1976,228741
India,IND,1976,23698
Barbados,BRB,1976,828.8
Fiji,FJI,1976,8696.1
Reunion,REU,1976,8861.6
Poland,POL,1976,26498
Guinea-Bissau,GNB,1976,9558.2
Australia,AUS,1976,2812397
United Kingdom,GBR,1976,2859163
Malta,MLT,1976,9771.3
Italy,ITA,1976,2978912
Argentina,ARG,1976,3552961
Brazil,BRA,1976,389976
Southern Asia (FAO),,1976,45121
France,FRA,1976,497362
Germany,DEU,1976,6213887
Lower-middle-income countries,,1976,8588462
China,CHN,1976,916152
China (FAO),,1976,1481
South America,,1976,1363582
South America (FAO),,1976,1363582
Eastern Asia (FAO),,1976,12946365
USSR,OWID_USS,1976,13395
Western Europe (FAO),,1976,14935692
Eastern Europe (FAO),,1976,257346
Asia,,1976,2136544
Asia (FAO),,1976,21393124
United States,USA,1976,23588288
Northern America (FAO),,1976,2586928
European Union (27),,1976,27671458
European Union (27) (FAO),,1976,28682118
North America,,1976,2893564
Americas (FAO),,1976,39298644
Upper-middle-income countries,,1976,4133317
Europe,,1976,4753676
Europe (FAO),,1976,4836652
High-income countries,,1976,6521673
World,OWID_WRL,1976,11871995
Dominican Republic,DOM,1976,11314.6
Small Island Developing States (FAO),,1976,128718.6
Cameroon,CMR,1976,15138.8
Southern Africa (FAO),,1976,197797.2
Czechoslovakia,OWID_CZS,1976,1243226.8
Northern Africa (FAO),,1976,1288547.4
Sierra Leone,SLE,1976,13577.2
Western Asia (FAO),,1976,1361854.2
Ecuador,ECU,1976,138131.19
Zimbabwe,ZWE,1976,13891.36
Saint Lucia,LCA,1976,143.85
Singapore,SGP,1976,15349.52
Congo,COG,1976,15317.4
Eastern Africa (FAO),,1976,1658976.4
Tanzania,TZA,1976,167526.6
Low-income countries,,1976,1688369.6
Bolivia,BOL,1976,16937.6
Paraguay,PRY,1976,17451.6
Land Locked Developing Countries (FAO),,1976,1789396.5
Kuwait,KWT,1976,1877.45
Madagascar,MDG,1976,181382.9
North Korea,PRK,1976,192394.5
Papua New Guinea,PNG,1976,197361.2
Comoros,COM,1976,2111.75
Rwanda,RWA,1976,21131.84
Melanesia,OWID_MNS,1976,215976.19
Laos,LAO,1976,2232.5
Hong Kong,HKG,1976,221145.58
Guinea,GIN,1976,22432.25
Gabon,GAB,1976,2329.8
Trinidad and Tobago,TTO,1976,24117.5
Central America (FAO),,1976,2493563.2
Malaysia,MYS,1976,2595.56
Malawi,MWI,1976,26854.94
Jordan,JOR,1976,28469.6
South-eastern Asia (FAO),,1976,334783.8
Nauru,NRU,1976,32.4
Equatorial Guinea,GNQ,1976,334.2
Benin,BEN,1976,34722.2
Least Developed Countries (FAO),,1976,351267.5
Brunei,BRN,1976,3577.75
Low Income Food Deficit Countries (FAO),,1976,3657778.8
Antigua and Barbuda,ATG,1976,383.2
Egypt,EGY,1976,4348.4
Sao Tome and Principe,STP,1976,49.85
Oceania,,1976,4242722.5
Oceania (FAO),,1976,4242722.5
Vanuatu,VUT,1976,4495.75
Burkina Faso,BFA,1976,46786.6
Bhutan,BTN,1976,4722.45
Jamaica,JAM,1976,47385.25
Saint Kitts and Nevis,KNA,1976,48.39
Uruguay,URY,1976,487948.9
Namibia,NAM,1976,49239.65
Cook Islands,COK,1976,499.2
Middle Africa (FAO),,1976,51324.56
Africa,,1976,537335.5
Botswana,BWA,1976,5379.13
Northern Europe (FAO),,1976,541419.5
Sri Lanka,LKA,1976,55154.6
Puerto Rico,PRI,1976,57114.4
Caribbean (FAO),,1976,57247.8
Polynesia,OWID_PYA,1976,5728.22
Africa (FAO),,1976,574885.5
Honduras,HND,1976,5783.49
Faroe Islands,FRO,1976,58.6
Bulgaria,BGR,1976,626553.6
French Guiana,GUF,1976,649.48
Haiti,HTI,1976,6877.2
Net Food Importing Developing Countries (FAO),,1976,74951.5
Southern Europe (FAO),,1976,711781.5
Dominica,DMA,1976,717.38
Chad,TCD,1976,73743.5
Thailand,THA,1976,74488.3
Zambia,ZMB,1976,78685.2
Saint Vincent and the Grenadines,VCT,1976,796.36
Kiribati,KIR,1976,799.47
Niue,NIU,1976,8.27
Syria,SYR,1976,81858.25
Micronesia (FAO),,1976,831.87
Niger,NER,1976,89277.5
Seychelles,SYC,1976,939.73
Costa Rica,CRI,1976,94728.57
Macao,MAC,1976,9488.29
South Africa,ZAF,1976,956459.5
Saint Lucia,LCA,1977,144.2
Tuvalu,TUV,1977,34
Maldives,MDV,1977,59
Grenada,GRD,1977,652
Cape Verde,CPV,1977,1296
Tonga,TON,1977,1643
Samoa,WSM,1977,2216
Bahrain,BHR,1977,463
Qatar,QAT,1977,5181
Mauritius,MUS,1977,5346
Oman,OMN,1977,8835
Fiji,FJI,1977,9846
United Arab Emirates,ARE,1977,1221
Sierra Leone,SLE,1977,1445
Congo,COG,1977,15597
Eswatini,SWZ,1977,177
Guyana,GUY,1977,1733
Burundi,BDI,1977,19437
Lesotho,LSO,1977,2414
Guinea,GIN,1977,2241
Laos,LAO,1977,22146
Iceland,ISL,1977,2351
Trinidad and Tobago,TTO,1977,2873
Cyprus,CYP,1977,29245
East Timor,TLS,1977,32975
Cambodia,KHM,1977,3468
Albania,ALB,1977,3564
Lebanon,LBN,1977,39665
Mauritania,MRT,1977,42746
Central African Republic,CAF,1977,4495
Sri Lanka,LKA,1977,51633
Namibia,NAM,1977,55384
Yemen,YEM,1977,5696
Mozambique,MOZ,1977,59586
Panama,PAN,1977,6363
Angola,AGO,1977,74175
Ghana,GHA,1977,92243
Saudi Arabia,SAU,1977,97572
Libya,LBY,1977,97646
Tunisia,TUN,1977,1236
Dominican Republic,DOM,1977,1224
Cameroon,CMR,1977,19841
Nepal,NPL,1977,1176
Somalia,SOM,1977,111743
Mali,MLI,1977,11478
Iraq,IRQ,1977,1247
Cote d'Ivoire,CIV,1977,145589
Uganda,UGA,1977,14588
Algeria,DZA,1977,15935
Solomon Islands,SLB,1977,235.5
Democratic Republic of Congo,COD,1977,1744
Israel,ISR,1977,18116
Norway,NOR,1977,181186
North Korea,PRK,1977,25369
Mongolia,MNG,1977,26616
Morocco,MAR,1977,212457
Myanmar,MMR,1977,212723
Afghanistan,AFG,1977,228988
Bangladesh,BGD,1977,245326
Finland,FIN,1977,2634
Chile,CHL,1977,271911
Kenya,KEN,1977,278338
Cuba,CUB,1977,346
Peru,PER,1977,35259
Sudan (former),,1977,38875
Portugal,PRT,1977,39476
Vietnam,VNM,1977,426629
Switzerland,CHE,1977,443239
Ethiopia (former),OWID_ERE,1977,499719
Nigeria,NGA,1977,53991
Sweden,SWE,1977,57764
Venezuela,VEN,1977,54887
Indonesia,IDN,1977,567278
Iran,IRN,1977,569934
Ireland,IRL,1977,599294
Pakistan,PAK,1977,6253
New Caledonia,NCL,1977,3612.6
Austria,AUT,1977,654129
Turkey,TUR,1977,727715
Colombia,COL,1977,735366
Taiwan,TWN,1977,766481
Belgium-Luxembourg (FAO),,1977,117332
Denmark,DNK,1977,194829
Small Island Developing States (FAO),,1977,119955
New Zealand,NZL,1977,112739
Guadeloupe,GLP,1977,5198.8
Western Africa (FAO),,1977,1257
Yugoslavia,OWID_YGS,1977,134782
Hungary,HUN,1977,13434
Gambia,GMB,1977,5931.7
Romania,ROU,1977,151933
Martinique,MTQ,1977,639.5
Spain,ESP,1977,2158281
Mexico,MEX,1977,229414
Canada,CAN,1977,2271982
India,IND,1977,2359365
Japan,JPN,1977,24824
Barbados,BRB,1977,936.6
Poland,POL,1977,2644
Macao,MAC,1977,9755.5
United Kingdom,GBR,1977,2884289
Australia,AUS,1977,2946888
Italy,ITA,1977,3153123
Argentina,ARG,1977,364543
Brazil,BRA,1977,494392
Oceania,,1977,4323
Oceania (FAO),,1977,4323
France,FRA,1977,487898
Africa,,1977,5635654
Africa (FAO),,1977,623729
Germany,DEU,1977,6289257
Southern Europe (FAO),,1977,7585313
Lower-middle-income countries,,1977,887224
China,CHN,1977,92156
China (FAO),,1977,1229245
South America,,1977,1625577
South America (FAO),,1977,1625577
Eastern Asia (FAO),,1977,13418668
USSR,OWID_USS,1977,14722
Western Europe (FAO),,1977,14974566
Asia,,1977,2265722
Asia (FAO),,1977,2294968
Eastern Europe (FAO),,1977,22134892
United States,USA,1977,23723466
Northern America (FAO),,1977,25995448
European Union (27),,1977,2832564
North America,,1977,2933645
European Union (27) (FAO),,1977,29342936
Americas (FAO),,1977,3996228
Upper-middle-income countries,,1977,4356813
Europe,,1977,492671
Europe (FAO),,1977,52488
High-income countries,,1977,6649526
World,OWID_WRL,1977,12263155
Guatemala,GTM,1977,1452.8
Guinea-Bissau,GNB,1977,173.9
Reunion,REU,1977,193.8
Nicaragua,NIC,1977,113198.4
Southern Africa (FAO),,1977,1134592.1
Malta,MLT,1977,11665.46
Niger,NER,1977,121513.5
Czechoslovakia,OWID_CZS,1977,134346.9
Northern Africa (FAO),,1977,1367155.2
Western Asia (FAO),,1977,143873.9
Liberia,LBR,1977,14492.5
Ecuador,ECU,1977,146384.84
Madagascar,MDG,1977,149867.3
Zimbabwe,ZWE,1977,15834.58
French Polynesia,PYF,1977,1555.75
Singapore,SGP,1977,15759.72
Tokelau,TKL,1977,16.86
Netherlands,NLD,1977,1691628.5
Togo,TGO,1977,16922.5
Eastern Africa (FAO),,1977,175162.5
Low-income countries,,1977,1769571.1
Bolivia,BOL,1977,18262.8
Tanzania,TZA,1977,181331.8
Land Locked Developing Countries (FAO),,1977,1894274.8
Paraguay,PRY,1977,198389.4
Papua New Guinea,PNG,1977,2154.12
Comoros,COM,1977,2176.13
Melanesia,OWID_MNS,1977,22821.48
Rwanda,RWA,1977,22671.52
Gabon,GAB,1977,23711.2
Hong Kong,HKG,1977,237949.8
Kuwait,KWT,1977,24515.3
Malaysia,MYS,1977,247364.47
Central America (FAO),,1977,2698775.5
Malawi,MWI,1977,28848.65
South Korea,KOR,1977,295433.72
South-eastern Asia (FAO),,1977,34686.2
Jordan,JOR,1977,3985.8
Sao Tome and Principe,STP,1977,314.32
Nauru,NRU,1977,32.4
Equatorial Guinea,GNQ,1977,336.4
Brunei,BRN,1977,3489.72
Benin,BEN,1977,35166.56
Least Developed Countries (FAO),,1977,361893.5
Belize,BLZ,1977,3673.72
Low Income Food Deficit Countries (FAO),,1977,386755.2
Vanuatu,VUT,1977,3958.25
Egypt,EGY,1977,47636.2
Southern Asia (FAO),,1977,4191482.8
Uruguay,URY,1977,426152.4
Burkina Faso,BFA,1977,4762.55
Djibouti,DJI,1977,4792.35
Saint Kitts and Nevis,KNA,1977,481.23
Bhutan,BTN,1977,4833.86
Antigua and Barbuda,ATG,1977,489.6
Greece,GRC,1977,491115.6
Jamaica,JAM,1977,5841.5
Botswana,BWA,1977,5194.38
Bahamas,BHS,1977,515.64
Middle Africa (FAO),,1977,52912.16
Cook Islands,COK,1977,542.25
El Salvador,SLV,1977,55264.5
Philippines,PHL,1977,5542.5
Northern Europe (FAO),,1977,555427.5
Honduras,HND,1977,57389.58
Faroe Islands,FRO,1977,574.46
Puerto Rico,PRI,1977,5975.4
Bulgaria,BGR,1977,65415.8
Polynesia,OWID_PYA,1977,695.25
Senegal,SEN,1977,61554.75
Caribbean (FAO),,1977,642227.25
Haiti,HTI,1977,65871.5
Net Food Importing Developing Countries (FAO),,1977,7337226.5
