Country,Code,Year,Meat_total
Laos,LAO,26,15634
Tonga,TON,26,222.6
Jamaica,JAM,26,118996
Iraq,IRQ,26,14121
Comoros,COM,26,2297.5
Libya,LBY,26,1468
Slovenia,SVN,26,148189
Zambia,ZMB,26,148822
Azerbaijan,AZE,26,1851
Kyrgyzstan,KGZ,26,181998
Panama,PAN,26,187932
Cuba,CUB,26,196386
Somalia,SOM,26,24275
Democratic Republic of Congo,COD,26,215237
Nepal,NPL,26,21925
Cambodia,KHM,26,23427
Slovakia,SVK,26,23817
Yemen,YEM,26,24641
Afghanistan,AFG,26,2724
Norway,NOR,26,32225
North Korea,PRK,26,332788
Syria,SYR,26,433475
Switzerland,CHE,26,44938
Solomon Islands,SLB,26,3321.5
Sweden,SWE,26,51965
Ethiopia,ETH,26,646615
Ecuador,ECU,26,694218
Czechia,CZE,26,79392
Saudi Arabia,SAU,26,712764
Uruguay,URY,26,719778
Belarus,BLR,26,7683
Austria,AUT,26,859677
Hungary,HUN,26,923417
Sudan (former),,26,973363
Malaysia,MYS,26,1277772
Chile,CHL,26,134537
Venezuela,VEN,26,1396644
New Zealand,NZL,26,1432334
Taiwan,TWN,26,169266
Vanuatu,VUT,26,6773.5
Central Asia (FAO),,26,1859873
Denmark,DNK,26,25395
Indonesia,IDN,26,262849
Gambia,GMB,26,791.3
Iran,IRN,26,221192
Thailand,THA,26,234493
Netherlands,NLD,26,236149
Japan,JPN,26,312196
Poland,POL,26,345379
Italy,ITA,26,3746997
Australia,AUS,26,46987
Canada,CAN,26,443888
Argentina,ARG,26,4661674
Western Asia (FAO),,26,4974463
Spain,ESP,26,53626
Russia,RUS,26,5318552
India,IND,26,5342245
Mexico,MEX,26,538158
France,FRA,26,5518648
Central America (FAO),,26,664722
Germany,DEU,26,699171
Land Locked Developing Countries (FAO),,26,73249
Least Developed Countries (FAO),,26,8395145
Low Income Food Deficit Countries (FAO),,26,9284814
Southern Europe (FAO),,26,1124871
Southern Asia (FAO),,26,11248379
South-eastern Asia (FAO),,26,12381335
Africa,,26,13323392
Africa (FAO),,26,14296755
Eastern Europe (FAO),,26,14413841
Western Europe (FAO),,26,1797279
Net Food Importing Developing Countries (FAO),,26,18731564
Brazil,BRA,26,2441384
Lower-middle-income countries,,26,29735574
South America (FAO),,26,33131426
South America,,26,33131428
European Union (27),,26,3899234
European Union (27) (FAO),,26,3899234
United States,USA,26,41315
Northern America (FAO),,26,445738
Europe (FAO),,26,51652612
Europe,,26,51744428
North America,,26,52298948
China,CHN,26,714186
China (FAO),,26,7286262
Eastern Asia (FAO),,26,782619
Americas (FAO),,26,8543376
High-income countries,,26,13885
Asia,,26,1863332
Asia (FAO),,26,1872514
Upper-middle-income countries,,26,1268457
World,OWID_WRL,26,2668886
Haiti,HTI,26,1126.84
Peru,PER,26,157411.2
Mali,MLI,26,1661.37
Caribbean (FAO),,26,1123845.9
Suriname,SUR,26,11356.88
Sri Lanka,LKA,26,118571.27
Mozambique,MOZ,26,119121.26
Nigeria,NGA,26,1226271.4
Lesotho,LSO,26,12323.9
Middle Africa (FAO),,26,1243477.5
Micronesia (country),FSM,26,1282.62
Myanmar,MMR,26,1284179.4
Central African Republic,CAF,26,13517.88
Senegal,SEN,26,136323.16
Madagascar,MDG,26,14889.48
El Salvador,SLV,26,146252.25
Jordan,JOR,26,14687.5
Macao,MAC,26,14765.11
Niger,NER,26,147692.5
Grenada,GRD,26,1642.44
Belize,BLZ,26,16599.84
Angola,AGO,26,16624.2
Egypt,EGY,26,1664481.8
Turkey,TUR,26,1695689.1
Mongolia,MNG,26,171866.55
South Korea,KOR,26,177195.6
Nicaragua,NIC,26,177436.8
Belgium,BEL,26,178171.1
Ukraine,UKR,26,178118.5
Colombia,COL,26,1839797.6
Small Island Developing States (FAO),,26,1854519.4
Croatia,HRV,26,19226.2
Lebanon,LBN,26,194946.7
Ghana,GHA,26,19546.67
Hong Kong,HKG,26,196736.73
Brunei,BRN,26,19787.8
Luxembourg,LUX,26,2165.49
Honduras,HND,26,26176.5
Guinea-Bissau,GNB,26,2784.1
Bhutan,BTN,26,298.85
Fiji,FJI,26,2176.2
Cote d'Ivoire,CIV,26,213275.94
Costa Rica,CRI,26,214575.73
South Africa,ZAF,26,2162583.5
Turkmenistan,TKM,26,21886.42
Lithuania,LTU,26,22238.83
Burundi,BDI,26,2332.23
Tunisia,TUN,26,23145.9
Southern Africa (FAO),,26,2331748.5
Eswatini,SWZ,26,23571.4
Bulgaria,BGR,26,237984.7
Sierra Leone,SLE,26,2455.8
Vietnam,VNM,26,24735.5
Pakistan,PAK,26,2534667.8
Philippines,PHL,26,25697.2
Cameroon,CMR,26,273315.22
Iceland,ISL,26,27393.66
Guatemala,GTM,26,27469.94
East Timor,TLS,26,27721.1
Micronesia (FAO),,26,2813.62
Saint Lucia,LCA,26,2886.81
Western Africa (FAO),,26,2945248.5
United Kingdom,GBR,26,343731.8
Gabon,GAB,26,34389.81
Eastern Africa (FAO),,26,3493925.2
Eritrea,ERI,26,3534.13
Uganda,UGA,26,358276.78
Tanzania,TZA,26,358335.47
Saint Kitts and Nevis,KNA,26,369.55
Chad,TCD,26,378839.53
Paraguay,PRY,26,384337.47
Finland,FIN,26,399343.84
Mauritius,MUS,26,4978.25
Northern Africa (FAO),,26,4282355.5
Papua New Guinea,PNG,26,432125.56
Serbia,SRB,26,43633.72
Oman,OMN,26,43768.54
Low-income countries,,26,46647.5
Greece,GRC,26,46258.7
Melanesia,OWID_MNS,26,46966.75
Samoa,WSM,26,541.51
Togo,TGO,26,5742.54
Trinidad and Tobago,TTO,26,51776.19
Tajikistan,TJK,26,52927.18
Dominican Republic,DOM,26,541481.3
Bangladesh,BGD,26,547341.5
Bolivia,BOL,26,554643.2
Equatorial Guinea,GNQ,26,562.45
Burkina Faso,BFA,26,56446.25
Cook Islands,COK,26,568.55
Rwanda,RWA,26,57447.4
Benin,BEN,26,57867.42
Cape Verde,CPV,26,5818.37
Algeria,DZA,26,585992.6
Kenya,KEN,26,594271.7
Oceania,,26,5983974.5
Oceania (FAO),,26,5983974.5
Botswana,BWA,26,61655.69
Zimbabwe,ZWE,26,651668.94
Israel,ISR,26,652751.6
Armenia,ARM,26,66813.95
Morocco,MAR,26,68312.56
Uzbekistan,UZB,26,681217.6
Bahamas,BHS,26,6876.25
Estonia,EST,26,69537.3
Guinea,GIN,26,69715.72
Puerto Rico,PRI,26,72257.83
Kazakhstan,KAZ,26,725644.44
Djibouti,DJI,26,7527.91
Maldives,MDV,26,757.25
Portugal,PRT,26,767945.5
Niue,NIU,26,79.5
Latvia,LVA,26,811.37
Northern Europe (FAO),,26,81791.5
Albania,ALB,26,913.24
Romania,ROU,26,934366.56
Ireland,IRL,26,941142.6
Singapore,SGP,26,96353.3
Sao Tome and Principe,STP,26,966.66
Polynesia,OWID_PYA,26,989.16
Micronesia (country),FSM,27,138.3
Dominica,DMA,27,1365.1
Tokelau,TKL,27,25
Nauru,NRU,27,76
Tuvalu,TUV,27,167
Faroe Islands,FRO,27,68
Antigua and Barbuda,ATG,27,1222
Saint Vincent and the Grenadines,VCT,27,1237
Kiribati,KIR,27,1568
French Polynesia,PYF,27,228
Saint Lucia,LCA,27,3153
Solomon Islands,SLB,27,334
New Caledonia,NCL,27,673
Bahamas,BHS,27,6967
Djibouti,DJI,27,11198
Malta,MLT,27,14335
Bahrain,BHR,27,1678
Barbados,BRB,27,17958
Fiji,FJI,27,21692
North Macedonia,MKD,27,25996
Guyana,GUY,27,2858
Iceland,ISL,27,2933
Oman,OMN,27,4644
Bosnia and Herzegovina,BIH,27,54217
Rwanda,RWA,27,6713
Georgia,GEO,27,7375
Palestine,PSE,27,76252
Kuwait,KWT,27,76362
Namibia,NAM,27,76489
Malawi,MWI,27,8334
United Arab Emirates,ARE,27,9371
Mauritania,MRT,27,9522
Cyprus,CYP,27,9618
Moldova,MDA,27,19433
Laos,LAO,27,19566
Slovenia,SVN,27,153785
Libya,LBY,27,1755
Kyrgyzstan,KGZ,27,1838
Somalia,SOM,27,18864
Azerbaijan,AZE,27,1949
Panama,PAN,27,2935
Cote d'Ivoire,CIV,27,211815
Honduras,HND,27,217425
Cambodia,KHM,27,21769
Nepal,NPL,27,22715
Slovakia,SVK,27,227315
Bulgaria,BGR,27,241848
Yemen,YEM,27,266667
Afghanistan,AFG,27,26724
Cuba,CUB,27,276455
Turkmenistan,TKM,27,293
Norway,NOR,27,3653
North Korea,PRK,27,32222
Micronesia (FAO),,27,2952.3
Switzerland,CHE,27,445818
Syria,SYR,27,456686
Sweden,SWE,27,526942
Dominican Republic,DOM,27,56241
Uruguay,URY,27,63972
Ethiopia,ETH,27,659185
Czechia,CZE,27,697654
Saudi Arabia,SAU,27,73924
Kazakhstan,KAZ,27,752294
Portugal,PRT,27,82
Belarus,BLR,27,8164
Austria,AUT,27,89792
Hungary,HUN,27,924696
Sudan (former),,27,975929
Peru,PER,27,1125388
Malaysia,MYS,27,1311681
Chile,CHL,27,134631
Venezuela,VEN,27,1424412
New Zealand,NZL,27,1447611
Taiwan,TWN,27,1575449
Turkey,TUR,27,191363
Indonesia,IDN,27,27259
Gambia,GMB,27,8373.5
Thailand,THA,27,2379917
Netherlands,NLD,27,2448382
Philippines,PHL,27,274825
Japan,JPN,27,313771
Poland,POL,27,3583674
Italy,ITA,27,39195
Australia,AUS,27,413953
Canada,CAN,27,442958
Northern Africa (FAO),,27,4532288
Low-income countries,,27,474586
Argentina,ARG,27,4948836
Spain,ESP,27,552577
Mexico,MEX,27,5526279
India,IND,27,5626196
France,FRA,27,5668857
Russia,RUS,27,575166
Central America (FAO),,27,6837893
Germany,DEU,27,745262
Northern Europe (FAO),,27,8154191
Least Developed Countries (FAO),,27,869218
Low Income Food Deficit Countries (FAO),,27,9533634
Southern Europe (FAO),,27,1171874
Southern Asia (FAO),,27,11821942
South-eastern Asia (FAO),,27,1292658
Africa,,27,144921
Africa (FAO),,27,152495
Eastern Europe (FAO),,27,15289731
Western Europe (FAO),,27,1868654
Net Food Importing Developing Countries (FAO),,27,197382
Brazil,BRA,27,21814556
Lower-middle-income countries,,27,31486298
South America,,27,35563
South America (FAO),,27,35563
European Union (27),,27,4465516
European Union (27) (FAO),,27,4465516
United States,USA,27,41624756
Northern America (FAO),,27,4654336
Europe (FAO),,27,5384868
Europe,,27,539447
North America,,27,541285
China,CHN,27,689164
China (FAO),,27,769714
Eastern Asia (FAO),,27,7617961
Americas (FAO),,27,8917148
High-income countries,,27,1697824
Asia,,27,188168
Asia (FAO),,27,181777
Upper-middle-income countries,,27,12811841
World,OWID_WRL,27,272354
Romania,ROU,27,16521.25
Haiti,HTI,27,12251.57
Albania,ALB,27,1279.7
Montenegro,MNE,27,1284.79
Sao Tome and Principe,STP,27,147.66
Mali,MLI,27,1539.1
Singapore,SGP,27,1764.15
Lesotho,LSO,27,11586.5
Jamaica,JAM,27,12741.5
Caribbean (FAO),,27,1228618.6
Middle Africa (FAO),,27,13447.6
Nigeria,NGA,27,1316917.9
Mozambique,MOZ,27,132233.92
Senegal,SEN,27,132486.83
Sri Lanka,LKA,27,13763.81
Niger,NER,27,13758.69
Myanmar,MMR,27,142524.9
Central African Republic,CAF,27,14335.5
Seychelles,SYC,27,1436.85
Madagascar,MDG,27,14489.45
El Salvador,SLV,27,147487.5
Suriname,SUR,27,153.28
Macao,MAC,27,1575.47
Grenada,GRD,27,1555.97
Zambia,ZMB,27,15646.19
Iraq,IRQ,27,162775.8
Belize,BLZ,27,16314.86
Qatar,QAT,27,16643.69
Jordan,JOR,27,17573.8
Egypt,EGY,27,179513.1
Angola,AGO,27,1836.81
Belgium,BEL,27,186919.4
South Korea,KOR,27,18498.8
Mongolia,MNG,27,189575.84
Hong Kong,HKG,27,19215.27
Nicaragua,NIC,27,19263.4
Lebanon,LBN,27,19477.56
Central Asia (FAO),,27,1963143.8
Colombia,COL,27,1972223.8
Ukraine,UKR,27,197723.4
Small Island Developing States (FAO),,27,1996692.2
Luxembourg,LUX,27,224.34
Ghana,GHA,27,22659.44
Croatia,HRV,27,25198.45
Brunei,BRN,27,2783.3
Denmark,DNK,27,211778.5
Bhutan,BTN,27,2138.35
Guinea-Bissau,GNB,27,21397.48
Democratic Republic of Congo,COD,27,21625.73
Burundi,BDI,27,2273.58
Lithuania,LTU,27,224665.4
Comoros,COM,27,2248.25
Tonga,TON,27,2271.65
Iran,IRN,27,2355177.8
South Africa,ZAF,27,2355287.5
Costa Rica,CRI,27,239536.75
Eswatini,SWZ,27,23996.6
Liberia,LBR,27,24771.6
Vietnam,VNM,27,248781.8
Southern Africa (FAO),,27,253266.8
Sierra Leone,SLE,27,26177.1
Pakistan,PAK,27,2639896.8
Tunisia,TUN,27,265191.56
Cameroon,CMR,27,28715.94
East Timor,TLS,27,28716.44
Guatemala,GTM,27,289751.5
Western Africa (FAO),,27,357868.2
Paraguay,PRY,27,33379.53
Tanzania,TZA,27,34136.6
United Kingdom,GBR,27,3419784.8
Gabon,GAB,27,357.27
Eastern Africa (FAO),,27,361685.5
Uganda,UGA,27,38335.9
Eritrea,ERI,27,39298.3
Chad,TCD,27,4164.34
Saint Kitts and Nevis,KNA,27,46.45
Finland,FIN,27,412361.1
Congo,COG,27,4213.2
Mauritius,MUS,27,43767.71
Papua New Guinea,PNG,27,44417.56
Greece,GRC,27,453468.97
Samoa,WSM,27,4697.54
Serbia,SRB,27,476126.97
Melanesia,OWID_MNS,27,482688.88
Togo,TGO,27,52811.89
Western Asia (FAO),,27,531348.5
Tajikistan,TJK,27,56222.4
Equatorial Guinea,GNQ,27,565.8
Bangladesh,BGD,27,566352.5
Cape Verde,CPV,27,5686.61
Trinidad and Tobago,TTO,27,57888.85
Cook Islands,COK,27,58.33
Burkina Faso,BFA,27,583198.4
Algeria,DZA,27,59327.6
Benin,BEN,27,66.5
Oceania,,27,68261.5
Oceania (FAO),,27,68261.5
Bolivia,BOL,27,635752.2
Botswana,BWA,27,6531.23
Kenya,KEN,27,6645.56
Israel,ISR,27,666829.3
Zimbabwe,ZWE,27,672622.25
Uzbekistan,UZB,27,678547.25
Armenia,ARM,27,69713.3
Estonia,EST,27,7433.93
Morocco,MAR,27,73237.3
Guinea,GIN,27,736.31
Vanuatu,VUT,27,7413.32
Puerto Rico,PRI,27,7516.21
Land Locked Developing Countries (FAO),,27,7633471.5
Maldives,MDV,27,771.88
Ecuador,ECU,27,778472.5
Latvia,LVA,27,84672.12
Niue,NIU,27,85.7
Ireland,IRL,27,96849.44
Polynesia,OWID_PYA,27,9855.21
Saint Vincent and the Grenadines,VCT,28,131.8
Dominica,DMA,28,1365.1
Kiribati,KIR,28,161.5
Faroe Islands,FRO,28,66
Antigua and Barbuda,ATG,28,127
French Polynesia,PYF,28,216
Solomon Islands,SLB,28,3388
New Caledonia,NCL,28,637
Djibouti,DJI,28,11244
Malta,MLT,28,15319
Barbados,BRB,28,17531
Qatar,QAT,28,18443
Bahrain,BHR,28,2447
North Macedonia,MKD,28,23937
Guyana,GUY,28,2651
Iceland,ISL,28,29789
Congo,COG,28,44973
Tokelau,TKL,28,24.3
Oman,OMN,28,548
Georgia,GEO,28,5725
Bosnia and Herzegovina,BIH,28,65333
Estonia,EST,28,74569
Namibia,NAM,28,76118
Palestine,PSE,28,76697
Moldova,MDA,28,78431
Kuwait,KWT,28,8419
Mauritania,MRT,28,9248
Cyprus,CYP,28,11164
Malawi,MWI,28,12322
Laos,LAO,28,116126
United Arab Emirates,ARE,28,11933
Jamaica,JAM,28,122591
Comoros,COM,28,2247.5
Central African Republic,CAF,28,146375
Slovenia,SVN,28,152314
Iraq,IRQ,28,15736
Bhutan,BTN,28,2348.7
Libya,LBY,28,1743
Kyrgyzstan,KGZ,28,184231
Somalia,SOM,28,18755
Azerbaijan,AZE,28,198726
Slovakia,SVK,28,26114
Cambodia,KHM,28,21255
Democratic Republic of Congo,COD,28,21675
Panama,PAN,28,217555
Bulgaria,BGR,28,2292
Nepal,NPL,28,233897
Yemen,YEM,28,286735
Turkmenistan,TKM,28,2898
Afghanistan,AFG,28,2946
Cuba,CUB,28,3323
Norway,NOR,28,328127
Syria,SYR,28,44422
Switzerland,CHE,28,44891
Sweden,SWE,28,531525
Uruguay,URY,28,663815
Ethiopia,ETH,28,688254
Saudi Arabia,SAU,28,722924
Belarus,BLR,28,8417
Hungary,HUN,28,892428
Austria,AUT,28,897128
Sudan (former),,28,11675
Nigeria,NGA,28,1365851
Chile,CHL,28,1399848
Venezuela,VEN,28,1457836
New Zealand,NZL,28,1466817
Taiwan,TWN,28,1484843
Egypt,EGY,28,176211
Denmark,DNK,28,21824
Indonesia,IDN,28,2136669
Thailand,THA,28,23548
Netherlands,NLD,28,2473438
Poland,POL,28,327542
Eastern Africa (FAO),,28,3764179
Australia,AUS,28,429762
Canada,CAN,28,453697
Low-income countries,,28,4889624
Argentina,ARG,28,499775
Western Asia (FAO),,28,543126
Spain,ESP,28,554623
Russia,RUS,28,626859
Germany,DEU,28,7678784
Least Developed Countries (FAO),,28,9166675
Low Income Food Deficit Countries (FAO),,28,9898117
Southern Europe (FAO),,28,1175234
Southern Asia (FAO),,28,1222628
South-eastern Asia (FAO),,28,13423149
Africa,,28,14613695
Eastern Europe (FAO),,28,1536245
Africa (FAO),,28,1563445
Western Europe (FAO),,28,1928118
Net Food Importing Developing Countries (FAO),,28,254698
Brazil,BRA,28,2285886
Lower-middle-income countries,,28,3274147
South America (FAO),,28,36593296
South America,,28,365933
European Union (27),,28,418511
European Union (27) (FAO),,28,418511
United States,USA,28,4288318
Northern America (FAO),,28,4742148
Europe (FAO),,28,5451532
Europe,,28,54152696
North America,,28,55568412
China,CHN,28,738324
China (FAO),,28,747566
Eastern Asia (FAO),,28,8378
Americas (FAO),,28,9216171
High-income countries,,28,184542
Asia,,28,11332349
Asia (FAO),,28,11342465
Upper-middle-income countries,,28,1345769
World,OWID_WRL,28,2812785
Haiti,HTI,28,1339.1
Mali,MLI,28,1441.46
Singapore,SGP,28,17294.5
Lesotho,LSO,28,194.3
Sao Tome and Principe,STP,28,197.86
Micronesia (country),FSM,28,1166.34
Caribbean (FAO),,28,121743.8
Macao,MAC,28,12122.39
Suriname,SUR,28,12132.88
Peru,PER,28,1233666.9
Seychelles,SYC,28,1316.85
Grenada,GRD,28,136.56
Malaysia,MYS,28,13657.4
Middle Africa (FAO),,28,13741.6
Niger,NER,28,13758.3
El Salvador,SLV,28,137243.5
Sri Lanka,LKA,28,13748.66
Mozambique,MOZ,28,142825.7
Madagascar,MDG,28,145728.55
Senegal,SEN,28,148943.12
Belize,BLZ,28,15552.91
Myanmar,MMR,28,1568751.5
Tuvalu,TUV,28,166.84
Belgium,BEL,28,1682125.5
Hong Kong,HKG,28,17447.95
Jordan,JOR,28,179631.22
Zambia,ZMB,28,184411.5
South Korea,KOR,28,1874155.8
Angola,AGO,28,194198.22
Lithuania,LTU,28,195283.75
Ukraine,UKR,28,1954419.6
Turkey,TUR,28,1957328.8
Nicaragua,NIC,28,1968.4
Lebanon,LBN,28,196953.5
Small Island Developing States (FAO),,28,1978668.9
Burundi,BDI,28,19787.91
Luxembourg,LUX,28,19929.56
Croatia,HRV,28,2568.69
Central Asia (FAO),,28,236465.9
Brunei,BRN,28,2779.8
Ghana,GHA,28,29127.66
Colombia,COL,28,211648.8
Fiji,FJI,28,2166.5
Cote d'Ivoire,CIV,28,219472.27
Mongolia,MNG,28,22782.3
Tonga,TON,28,2259.65
Iran,IRN,28,22761.5
Honduras,HND,28,228848.25
Guinea-Bissau,GNB,28,2393.2
Eswatini,SWZ,28,23832.4
Costa Rica,CRI,28,24459.48
South Africa,ZAF,28,2516482.8
Liberia,LBR,28,26428.64
Tunisia,TUN,28,266766.7
Southern Africa (FAO),,28,26967.5
Pakistan,PAK,28,2748261.8
Vietnam,VNM,28,2754469.5
Philippines,PHL,28,2863.5
Micronesia (FAO),,28,2854.94
Saint Lucia,LCA,28,2938.37
Guatemala,GTM,28,29423.6
East Timor,TLS,28,29757.15
Sierra Leone,SLE,28,3458.58
Cameroon,CMR,28,34673.38
North Korea,PRK,28,312977.5
Japan,JPN,28,3149233.5
Western Africa (FAO),,28,317323.2
United Kingdom,GBR,28,3372677.5
Eritrea,ERI,28,3493.96
Gabon,GAB,28,3552.6
Paraguay,PRY,28,363885.97
Tanzania,TZA,28,38114.88
Uganda,UGA,28,38522.1
Italy,ITA,28,3929684.2
Finland,FIN,28,413558.62
Chad,TCD,28,42631.78
Saint Kitts and Nevis,KNA,28,443.5
Papua New Guinea,PNG,28,454261.84
Samoa,WSM,28,4557.47
Mauritius,MUS,28,45626.82
Greece,GRC,28,456887.66
Northern Africa (FAO),,28,4626563.5
Serbia,SRB,28,466188.38
Melanesia,OWID_MNS,28,493393.3
Dominican Republic,DOM,28,512364.72
Togo,TGO,28,53778.4
Cape Verde,CPV,28,567.75
Mexico,MEX,28,5611696.5
Equatorial Guinea,GNQ,28,565.8
Bangladesh,BGD,28,576615.5
Trinidad and Tobago,TTO,28,57826.8
Cook Islands,COK,28,58.33
France,FRA,28,5835821.5
Algeria,DZA,28,58418.6
India,IND,28,5956817.5
Oceania,,28,62512.5
Oceania (FAO),,28,62512.5
Burkina Faso,BFA,28,69631.6
Benin,BEN,28,6132.13
Tajikistan,TJK,28,61825.1
Bolivia,BOL,28,661963.2
Czechia,CZE,28,668355.56
Rwanda,RWA,28,67255.16
Zimbabwe,ZWE,28,682412.7
Kenya,KEN,28,682741.5
Botswana,BWA,28,68697.4
Israel,ISR,28,691491.3
Central America (FAO),,28,6946517.5
Bahamas,BHS,28,6989.28
Armenia,ARM,28,794.6
Uzbekistan,UZB,28,721553.6
Puerto Rico,PRI,28,72463.23
Guinea,GIN,28,77516.77
Vanuatu,VUT,28,7766.67
Kazakhstan,KAZ,28,77956.6
Nauru,NRU,28,78.1
Maldives,MDV,28,788.14
Land Locked Developing Countries (FAO),,28,795876.5
Northern Europe (FAO),,28,7964867.5
Niue,NIU,28,8.77
Ecuador,ECU,28,87119.5
Morocco,MAR,28,822627.56
Portugal,PRT,28,842.1
Montenegro,MNE,28,851.93
Gambia,GMB,28,8511.88
Latvia,LVA,28,86367.7
Albania,ALB,28,88918.3
Ireland,IRL,28,914124.56
Romania,ROU,28,959995.6
Polynesia,OWID_PYA,28,9685.36
Antigua and Barbuda,ATG,29,134.4
Seychelles,SYC,29,192.4
Sao Tome and Principe,STP,29,1187.3
Micronesia (country),FSM,29,1299.2
Dominica,DMA,29,1365.1
Kiribati,KIR,29,1627.5
Faroe Islands,FRO,29,66
French Polynesia,PYF,29,2124
Solomon Islands,SLB,29,3428
New Caledonia,NCL,29,619
Djibouti,DJI,29,11244
Malta,MLT,29,13954
Barbados,BRB,29,17717
Bahrain,BHR,29,2188
Eswatini,SWZ,29,2427
North Macedonia,MKD,29,24142
Guyana,GUY,29,3297
Tokelau,TKL,29,24.3
Congo,COG,29,46915
Georgia,GEO,29,5426
Oman,OMN,29,588
Bosnia and Herzegovina,BIH,29,6789
Palestine,PSE,29,67892
Estonia,EST,29,75998
Moldova,MDA,29,9974
Mauritania,MRT,29,9318
Cyprus,CYP,29,96524
Malawi,MWI,29,115683
Jamaica,JAM,29,119815
Laos,LAO,29,122195
Comoros,COM,29,2247.5
United Arab Emirates,ARE,29,13371
Slovenia,SVN,29,14172
Iraq,IRQ,29,141884
Central African Republic,CAF,29,1525
Libya,LBY,29,172684
Kyrgyzstan,KGZ,29,183541
Somalia,SOM,29,18635
Slovakia,SVK,29,188441
Cambodia,KHM,29,2213
Panama,PAN,29,22448
Azerbaijan,AZE,29,236862
Nepal,NPL,29,24169
Cuba,CUB,29,289737
Turkmenistan,TKM,29,2992
Yemen,YEM,29,3125
Afghanistan,AFG,29,3434
North Korea,PRK,29,32395
Norway,NOR,29,333243
Syria,SYR,29,446915
Switzerland,CHE,29,45479
Sweden,SWE,29,531387
Czechia,CZE,29,6245
Uruguay,URY,29,623486
Saudi Arabia,SAU,29,737184
Ecuador,ECU,29,821577
Hungary,HUN,29,882756
Austria,AUT,29,9537
Belarus,BLR,29,927
Sudan (former),,29,1973
Chile,CHL,29,1351299
Middle Africa (FAO),,29,1411549
Taiwan,TWN,29,1491624
Venezuela,VEN,29,157466
Belgium,BEL,29,178183
Egypt,EGY,29,18239
Bahamas,BHS,29,72.12
Central Asia (FAO),,29,219973
Indonesia,IDN,29,224142
Thailand,THA,29,2283188
Gambia,GMB,29,878.5
Netherlands,NLD,29,2532218
South Africa,ZAF,29,2591297
Polynesia,OWID_PYA,29,943.6
Philippines,PHL,29,2845928
Vietnam,VNM,29,2971899
Japan,JPN,29,325354
Poland,POL,29,3359483
Australia,AUS,29,3985874
Canada,CAN,29,444552
Low-income countries,,29,53373
Spain,ESP,29,53938
Mexico,MEX,29,577774
Western Asia (FAO),,29,5726752
India,IND,29,639997
Russia,RUS,29,6719455
Central America (FAO),,29,78341
Germany,DEU,29,7854327
Least Developed Countries (FAO),,29,9644319
Low Income Food Deficit Countries (FAO),,29,1179769
Southern Europe (FAO),,29,11582984
Southern Asia (FAO),,29,12875714
South-eastern Asia (FAO),,29,1433779
Africa,,29,1598796
Eastern Europe (FAO),,29,1666928
Africa (FAO),,29,1618526
Western Europe (FAO),,29,19251524
Net Food Importing Developing Countries (FAO),,29,21512974
Brazil,BRA,29,226172
Lower-middle-income countries,,29,3433244
South America,,29,36737536
South America (FAO),,29,36737536
European Union (27),,29,4235828
European Union (27) (FAO),,29,4235828
United States,USA,29,41856172
Northern America (FAO),,29,4631692
North America,,29,5459192
Europe (FAO),,29,54637948
Europe,,29,5473447
China,CHN,29,7662582
China (FAO),,29,783977
Eastern Asia (FAO),,29,84126
Americas (FAO),,29,9132863
High-income countries,,29,16961
Asia,,29,11876976
Asia (FAO),,29,11886628
Upper-middle-income countries,,29,13949955
World,OWID_WRL,29,286873
Lesotho,LSO,29,1123.77
Haiti,HTI,29,1253.87
Romania,ROU,29,172552.5
Mali,MLI,29,17276.87
Singapore,SGP,29,185.23
Macao,MAC,29,1191.64
Caribbean (FAO),,29,125989.6
Peru,PER,29,13228.1
Sri Lanka,LKA,29,134926.52
Saint Vincent and the Grenadines,VCT,29,1355.15
Grenada,GRD,29,136.48
New Zealand,NZL,29,1371417.6
El Salvador,SLV,29,137254.5
Nigeria,NGA,29,1484.6
Malaysia,MYS,29,1416253.9
Niger,NER,29,146324.45
Mozambique,MOZ,29,147586.25
Madagascar,MDG,29,148534.48
Suriname,SUR,29,1577.12
Senegal,SEN,29,156385.97
Belize,BLZ,29,1634.91
Tuvalu,TUV,29,17.87
Lithuania,LTU,29,178156.6
Hong Kong,HKG,29,18425.7
Myanmar,MMR,29,18877.8
Fiji,FJI,29,18278.3
Denmark,DNK,29,1888236.6
Jordan,JOR,29,1929.81
Qatar,QAT,29,19536.59
Ukraine,UKR,29,1962995.9
South Korea,KOR,29,196523.8
Luxembourg,LUX,29,19953.56
Small Island Developing States (FAO),,29,199744.4
Colombia,COL,29,21429.2
Angola,AGO,29,2458.9
Nicaragua,NIC,29,26952.4
Brunei,BRN,29,2857.3
Lebanon,LBN,29,28616.19
Croatia,HRV,29,2878.38
Honduras,HND,29,213995.75
Bhutan,BTN,29,2154.87
Ghana,GHA,29,2164.45
Turkey,TUR,29,2176546.2
Democratic Republic of Congo,COD,29,221966.92
Burundi,BDI,29,22343.46
Cote d'Ivoire,CIV,29,225191.34
Tonga,TON,29,2277.39
Zambia,ZMB,29,23157.84
Guinea-Bissau,GNB,29,2317.72
Iran,IRN,29,233269.5
Bulgaria,BGR,29,249526.2
Costa Rica,CRI,29,25542.5
Tunisia,TUN,29,2646.25
Mongolia,MNG,29,27783.7
Southern Africa (FAO),,29,2775853.5
Liberia,LBR,29,28351.92
